-0.0127754,-0.011727771,0.01943769,0.05536945,0.18838325
0.055945408,-0.12287577,4.0669067e-05,0.110301964,0.3339097
-0.09107814,-0.080374606,0.09100773,-0.041025672,0.08096585
-0.11607841,0.0013675557,-0.07551032,-0.20985529,-0.16774417
0.020808445,0.0070704245,-0.104984656,-0.23240402,-0.09585192
-0.008068661,-0.051575456,-0.02417355,0.015825588,0.060704093
-0.09071132,-0.055836156,-0.10169317,-0.1523932,0.0036467595
-0.12149482,-0.13828386,-0.14976352,-0.16434725,-0.05511838
-0.17617396,-0.010059934,-0.08142228,-0.11087974,-0.0029643835
-0.0039035068,0.031361885,-0.08801426,-0.10226138,-0.061044727
-0.043897063,-0.02210977,-0.01636304,-0.03859789,0.06466875
-0.03442306,-0.043705355,0.037856333,0.057476427,0.081111215
-0.09647385,0.06336772,0.22268055,-0.016793717,-0.022299537
0.066042975,0.22276582,0.10468686,-0.0492654,-0.09049286
0.1066844,0.13532619,-0.04080167,-0.08142118,-0.08428026
0.003996898,-0.055044714,-0.003367864,0.0101576075,0.059363615
-0.014546773,-0.033967823,0.11345101,-0.020911897,-0.0006743606
-0.055448126,0.11730458,0.035465512,-0.031025227,0.010790133
-0.021968033,0.116213776,-0.0050162277,-0.03715604,-0.057641204
0.029799942,0.033988614,-0.020115456,0.012812134,0.04930979
0.021068068,0.039666396,-0.01180833,-0.036074545,-0.042320307
-0.030657765,-0.013593784,-0.0082326,-0.060537957,-0.05721969
0.030258665,-0.04343705,-0.06313452,-0.048667166,0.010637878
0.001418564,-0.07633813,-0.062449634,0.04920071,0.05680447
-0.017550666,-0.0020549463,0.008856975,0.054683365,0.023327185
-0.042463347,0.0034726607,-0.080675475,-0.09224871,-0.03340555
-0.060700946,-0.07160257,-0.077819034,-0.041081,-0.0739239
-0.01053419,0.013778273,0.016992107,-0.037497796,-0.058956426
-0.0212617,0.054692093,-0.0704695,-0.07717227,0.030549334
6.9723625e-05,-0.008460163,-0.08917242,-0.019452263,-0.031172128
-0.062462874,0.0065429877,0.06819436,0.010600706,0.038586244
-0.047820903,-0.010627474,0.07550534,-0.06817474,-0.04767533
-0.006024861,0.044036623,0.008887119,-0.040397722,0.03174734
0.032882288,-0.010240316,-0.06529105,0.011640176,-0.026090953
0.03736975,0.018141186,-0.006138143,-0.040598925,-0.028324878
-0.020448282,0.019819152,0.018774915,0.044916566,-0.036332678
-0.022369007,-0.022254359,-0.04788987,-0.037763212,-0.043072954
-0.044950787,-0.059824575,-0.07098862,-0.11232793,-0.03219486
-0.031289823,-0.054039363,-0.015602493,0.008395092,-0.004274593
0.023683077,0.010647152,-0.10472959,-0.0141288,-0.03467699
-0.07380769,-0.08955306,-0.08327812,-0.06641286,-0.025330193
0.080807716,0.012460214,-0.004009276,-0.043251112,-0.013980593
-0.018426126,-0.017628467,-0.057345234,-0.038627464,-0.035075832
0.03359218,-0.011588206,-0.012031712,0.02286147,-0.0013887743
-0.03131078,0.008712501,-0.04445084,0.030280765,0.006554116
-0.04173191,0.013046024,-0.060627244,-0.08006452,-0.050524004
0.14275719,0.11016738,-0.13607028,-0.028440151,0.18091719
0.0023069251,-0.12847763,-0.03283108,0.10214584,0.11610121
-0.09221647,-0.043657355,0.026584351,0.004218903,-0.0069317995
-0.0865256,-0.070148,-0.05990719,-0.0020576455,-0.074163914
-0.032967407,-0.040052224,-0.020784594,-0.03757493,-0.03856331
-0.07282619,-0.08470775,-0.04538665,-0.055615008,-0.090121195
0.009069797,-0.061711553,-0.024093142,-0.05794588,-0.040695854
0.00010185322,-0.062105656,-0.05814143,0.014051138,-0.0074188886
-0.0463275,-0.029373933,-0.04543113,-0.044376623,-0.0043921247
-0.041711047,-0.043479044,0.025829587,0.024960587,-0.017092539
0.031690426,-0.029413838,-0.021000128,-0.0064790687,-0.014886502
0.0289014,-0.041555624,0.036269985,0.02562261,-0.024607768
-0.02357818,0.006966822,-0.003340008,-0.039602704,0.03659591
0.035208575,0.03582104,0.021356426,-0.031069374,-0.023466658
0.030980386,0.066979334,-0.015785258,0.0015417021,0.06250644
-0.0088562155,-0.10977601,-0.19731599,-0.046117686,-0.038754795
-0.12525535,-0.12684104,-0.17609403,-0.20455834,-0.11127053
-0.10776246,-0.1268279,-0.030279007,-0.08549858,-0.07382503
-0.010349644,-0.052889038,0.0038900094,-0.072851755,-0.07373699
-0.039079163,0.028907709,0.040532637,0.04150938,0.023866428
0.04110254,0.012638975,-0.039026726,0.013302559,-0.034197934
-0.04212841,0.017303567,-0.023686208,-0.03230776,0.04223326
0.014252483,0.019102098,-0.013347793,0.01672401,-0.0007056507
-0.010443526,-0.008542092,0.03318916,-0.030577745,-0.013786505
0.026130619,-0.03301349,-0.036117725,0.0063315253,-0.018322682
-0.05693123,-0.043174658,-0.04353106,0.0143203335,0.005445846
-0.021414833,-0.0034650466,0.0824272,0.044405397,-0.04370683
-0.017326009,-0.00047614364,0.13400808,-0.0429724,-0.093102075
-0.0070093693,0.058367148,0.034328744,-0.13387296,-0.07934592
0.0445189,0.067810506,-0.006246995,-0.03282811,-0.019053865
0.062820874,0.025660107,0.009533206,0.0083028255,-0.038716692
-0.09735391,-0.06718179,-0.013044193,-0.059306048,-0.03520243
-0.13291761,-0.13357069,-0.07800317,-0.0657092,-0.09759715
-0.17588541,-0.09194927,-0.11361669,-0.030263579,-0.021661106
-0.060369715,-0.119794056,-0.031797085,0.0387581,-0.01707524
-0.10044708,0.03512892,-0.036625832,-0.037010357,-0.03203629
0.018507821,0.042015966,-0.06020251,0.009073289,0.039161567
0.07524127,0.03655056,0.019508986,-0.03842918,-0.02179999
0.012961564,0.025293518,-0.016681818,0.08536109,0.008970386
-0.031096926,0.02235263,-0.0061712903,-0.030775324,-0.013146914
-0.008349605,-0.0734468,-0.039705716,-0.030307952,-0.03361111
0.014612513,0.03167511,-0.01788749,-0.067493394,-0.05440799
0.039803293,0.040929984,-0.01601267,-0.06757341,-0.016907401
0.06138903,0.010263494,-0.018320426,-0.06832225,-0.032110248
0.010319679,-0.07733743,-0.058695905,0.004037096,0.057002068
-0.053377684,-0.092002064,-0.076802775,-0.08676325,-0.06282543
-0.048014343,0.024126628,-0.046550695,0.010339926,-0.052064747
0.04245588,0.08440869,0.035353884,-0.022347463,0.0023951384
0.046559654,0.02415063,-0.020538587,0.0033895506,0.0006872585
0.10423215,-0.0013748935,-0.027237192,0.01347105,0.01071486
-0.090452895,-0.05143885,0.06244171,-0.07244471,-0.044086136
-0.0015902532,0.21177539,0.02403586,-0.071502246,-0.054621655
0.00069385493,0.09384163,-0.02737423,-0.0030142793,0.0069909105
0.04457828,0.0711093,-0.04814179,-0.103752024,0.03915388
