-0.4156813025,0.3597732186,-0.2890019417,-0.3533836603,0.3397330046,0.3254829645,0.2771854997,0.0131703960,0.3316828907,-0.4107584357
-0.2368000150,0.3629352748,-0.3453484774,-0.2044300139,0.4284696579,-0.2084014118,-0.1983854175,0.4525526166,0.3025850058,-0.3286181390
0.4820973873,-0.1434567571,0.5206761360,-0.3972692490,-0.4724572301,-0.3759641945,-0.0825683177,0.3682459891,0.3563337922,-0.1496734917
-0.5119422078,-0.2175388336,-0.3321228325,0.4830117524,-0.3668577969,0.4803147614,-0.4450077713,0.4474278688,0.2109808177,0.4527040124
0.1546631455,-0.1507473141,0.6847833395,-0.2138963491,-0.5340767503,0.1528145373,-0.1646282971,0.4182820618,-0.2149930745,-0.2981732190
0.1168003231,-0.6211442351,0.3130046129,-0.0286447443,0.3719448745,0.1710552573,0.2187911272,-0.7222900391,-0.4816066921,0.3779617250
0.3241607845,-0.2267673761,0.3666380644,-0.5285588503,0.2669233978,-0.3001432419,-0.1991842091,-0.1605655551,-0.4830476642,0.3019741774
-0.4483005702,0.1627382040,0.2725160122,0.4128553271,-0.4621205628,-0.6046098471,-0.2507730722,-0.1094795093,0.3983827531,0.1372689456
-0.1871938407,0.7008263469,-0.2890101671,-0.0204344634,-0.2049015462,0.6554403305,-0.2738442123,-0.2436982691,-0.1073608100,-0.2589478195
0.3722458184,-0.2033121437,0.3393472135,-0.5445037484,0.2617929876,-0.4398694932,-0.3679825366,0.3519512713,0.2071732879,0.3915996253
-0.3578843176,0.3606933951,-0.5090589523,0.6629225612,-0.2809970677,0.6833143830,-0.2453799397,-0.1962849200,-0.2389319986,0.4981141090
0.3327495754,-0.0492350347,-0.3076638877,-0.3806308508,0.4262937307,0.1073654965,0.3111279309,0.4060077667,-0.7177067399,0.4156886935
0.3385947943,0.4132007658,0.4382271469,-0.1497857124,-0.1837970167,-0.1088384837,-0.0671978071,0.4171452224,-0.6320229173,-0.4556293786
0.0441253446,-0.3385140300,0.4066138864,-0.2460980862,0.4443482459,0.2560805678,0.3907501400,0.0165544245,-0.3629544377,-0.5420955420
-0.3430734277,0.3818776608,-0.5087383986,-0.3049468398,0.4666769207,-0.4173609912,0.4967489839,0.4618720710,-0.5461009741,0.4120880067
0.4977565706,0.0292713661,0.0731711239,-0.1505609602,-0.3365363181,0.4897669554,-0.0615271442,0.7352593541,-0.4112084210,-0.0868063495
0.2694988549,0.2396669686,-0.4115708470,-0.1432662308,0.2079017907,0.1673189700,0.2122987956,0.1307128966,-0.2164603472,-0.7245219350
0.4391081333,-0.2346431315,-0.2652761936,-0.5184060335,-0.1145103574,0.3428108096,0.3851208687,0.3082715869,-0.4377130568,0.3495596647
-0.1963109970,0.4494367540,-0.4908189178,-0.0809978396,-0.3124938607,-0.3826633096,0.0945421010,-0.3568855524,0.4505605102,0.5019083023
-0.6541042328,0.2711625099,0.2656820118,0.4581187367,-0.2668024600,0.4887647927,-0.8014650345,-0.1789676994,-0.1842621714,0.3431249261
-0.3618502617,0.0305271521,0.1249564961,-0.2538142800,0.3919582665,0.3513159454,-0.7865522504,0.4161098301,-0.4046650231,0.3865589201
-0.2206683159,-0.0808438882,-0.1679739803,-0.3691334128,-0.4035810828,0.4356662035,0.5180242062,0.5811857581,0.1854000837,0.0298662987
-0.3468683660,0.4086803794,-0.2791505754,-0.6272640228,0.4502911568,-0.2871000469,-0.5034301877,0.3884500861,0.3555346429,0.3980674446
0.4328213036,-0.0106230080,0.0165227056,-0.0080585480,-0.4647534192,0.4326014817,0.5124215484,-0.7656857371,0.4330331385,0.3489129841
0.0231150966,0.4371216893,0.3985570967,0.3781501353,-0.2723904252,-0.0610033348,0.5785599947,-0.5174382925,-0.2081413716,-0.2407627255
0.2186841369,0.3348197341,0.2219551802,-0.4638390243,0.3351533115,-0.5921146274,0.0714435726,-0.4865137339,0.2536483407,0.3098408282
-0.0480371527,-0.3468555212,-0.3076686859,-0.0315076672,-0.4730908573,0.6594560742,0.6408980489,-0.0751449615,0.0346792527,0.0896244720
0.2570474148,0.3429980278,0.3934388459,0.1086097658,0.0279444195,0.1718345433,-0.0304789264,-0.4532524645,-0.5584022403,-0.6030611992
0.1733889133,-0.5682970881,-0.3658323288,0.3196665645,-0.5195680857,0.3520152569,0.3289870024,-0.5799822807,0.3073942959,0.3421563208
-0.3210946321,-0.0914724320,-0.0566151887,-0.3374794722,0.6367406249,-0.2325632721,-0.3379199803,0.4742218852,-0.2908965945,0.5396393538
-0.2980327010,0.4287829101,-0.3168555200,0.3118804097,-0.1696946621,-0.4743602574,-0.2811737657,0.5023180842,-0.1175770685,0.4385194182
-0.5358472466,0.2252276242,-0.6666469574,0.3646847010,0.3880082369,0.4281584918,-0.6386625767,-0.0815497786,0.3705449402,0.4177080989
-0.0296057854,0.2945780754,-0.4024575055,0.5360685587,-0.1020931974,0.2233902365,0.3734339774,-0.2266119570,-0.3346246481,-0.3173960745
-0.0277136918,-0.0120138694,0.4682980478,0.3517576754,-0.2314959913,-0.3533778489,0.5611710548,-0.4405296743,-0.2736400664,-0.0870178491
-0.0863642693,0.5362752676,0.2992084622,-0.4236733913,0.5676854253,0.3098731041,-0.3348160088,-0.3964409828,-0.1753330976,-0.2963671088
0.4077380300,0.2640835047,0.2603643239,-0.4080224931,-0.2451610863,-0.3493179679,0.3814710975,-0.5561939478,0.3082197607,-0.5895206332
0.3674730659,-0.4082710743,-0.1237944141,-0.1011467353,-0.6016821861,0.3934817612,-0.3615532219,0.3242554069,0.2456757575,0.3099378049
0.3342159688,0.3435435593,0.2946267128,0.2757264674,-0.6244304180,0.2973603308,0.3888345063,-0.5893335342,0.3331702948,-0.6029471755
0.5420616865,-0.3977802694,-0.0361287892,0.4681501687,-0.2286714911,0.2804474533,0.4820019603,-0.4083130062,-0.4526038468,-0.1190900877
-0.5074880123,0.4754295945,-0.4573279619,0.4591616094,0.3935356736,0.3834868073,-0.4194410443,0.3942972124,-0.6123051643,0.0840767473
-0.3409438133,-0.2300638556,0.1351720393,0.1601867378,0.4564872682,-0.2638733387,-0.3806930780,0.4674080908,-0.7084882259,0.4622639716
-0.1041393280,0.3279447556,-0.2364247888,0.3852338195,0.2469226867,-0.2853985131,-0.0461084060,0.3927668333,-0.4094263315,-0.2470168173
