-0.0568950661,0.0559751466,-0.0538853258,-0.0281850733,0.0281986445,0.0506258905,-0.0129021714,-0.0546510406,-0.0285332426,-0.0437647104,-0.0717911795,0.0016153042,-0.0204168558,-0.0374273546,-0.0544386879,0.0586217716,-0.0653360039,-0.0121802641,-0.0657902211,0.0364987366,0.0184129365,-0.0622707717,-0.0091984402,-0.0224097036,-0.0656994060,0.0717252642,0.0183866322,-0.0619306862,-0.0632033125,0.0066554630,-0.0646183863,-0.0636456460,0.0287884548,0.0657190457,0.0064448612,-0.0058278162,-0.0599218272,0.0093750888,-0.0603403449,-0.0477808081,0.0409841873,0.0164131802,0.0226674937,-0.0141628915,-0.0350063480,-0.0140004409,0.0354532599,-0.0620762259,0.0609424524,0.0452186204,-0.0613107570,0.0278376490,0.0625131205,-0.0001367075,0.0163344890,0.0571591370,0.0664130896,0.0590268262,0.0112104388,-0.0280315466,-0.0569700487,-0.0422451682,-0.0015111625,-0.0249213446,-0.0225447137,0.0075528398,0.0237880070,0.0110439509,-0.0451220609,-0.0176294576,-0.0363546796,-0.0350439511,0.0254488941,0.0642917305,-0.0028366717,0.0339734294,0.0647556186,-0.0315685496,0.0465978831,0.0539748557,0.0513244718,-0.0173251629,0.0413313508,-0.0163388550,-0.0721091032,0.0467618071,-0.0484791361,0.0114343353,0.0516837239,0.0332403891,-0.0631152317,0.0573322810,-0.0395099446,0.0552892797,-0.0332520567,0.0151496902,-0.0134945847,0.0037399968,0.0326939039,-0.0412949398
-0.0406746976,-0.0200656932,-0.0321657844,0.0329495072,0.0297540035,-0.0252438448,-0.0005723712,-0.0299695823,0.0686644539,0.0458212979,-0.0013161827,-0.0433803089,-0.0589696318,-0.0508450754,-0.0010469487,0.0505542755,0.0686000586,-0.0218722075,-0.0593208782,-0.0294541363,-0.0613384694,0.0263630580,0.0054340442,-0.0328446031,0.0696811378,-0.0663606003,-0.0087804059,0.0186716691,-0.0529882982,0.0272647049,0.0632435083,-0.0486882366,-0.0477092676,-0.0277737491,-0.0232701823,0.0286966823,-0.0076494226,-0.0327301323,0.0630460009,-0.0718694553,-0.0092290230,0.0043381308,0.0020765371,-0.0363050289,0.0464401022,-0.0188913252,0.0246044490,0.0680949837,0.0032208839,-0.0606953800,0.0041043009,-0.0263708346,0.0214199889,-0.0344135016,-0.0671994761,-0.0295112506,0.0414070487,0.0740489066,0.0001711723,0.0025481735,0.0103951283,0.0172868483,0.0376197509,0.0217586197,0.0399818681,0.0686621517,0.0050304821,-0.0738043413,0.0503294207,-0.0428717807,-0.0041256864,0.0195412952,-0.0244904291,-0.0002582745,0.0181522705,-0.0725358874,0.0641326308,0.0658060238,-0.0723914430,0.0088796141,-0.0086848512,-0.0228605121,0.0613906607,0.0287804957,-0.0164025035,0.0321198739,0.0718271732,-0.0348172411,0.0228613894,-0.0717174038,0.0473020971,-0.0461945273,0.0394123942,0.0182156004,-0.0406646430,0.0195207261,0.0066681821,0.0006979891,-0.0244644955,-0.0688996464
-0.0624861047,-0.0223717056,0.0689087734,-0.0700072944,0.0358433984,-0.0553253815,0.0553294495,0.0509219095,0.0310078599,-0.0228792224,-0.0592792705,-0.0290777460,0.0283510014,0.0588273928,0.0340037718,0.0262104813,-0.0233050324,-0.0445819721,0.0194519572,-0.0288381744,-0.0304065775,0.0254539046,0.0351321064,-0.0322829522,-0.0478765294,-0.0191920381,0.0576818809,-0.0154619599,-0.0635019466,0.0181893744,-0.0590712279,0.0350833237,-0.0104035530,-0.0350677334,-0.0242841486,-0.0207605846,0.0208385494,0.0305624828,0.0678717494,0.0565507747,0.0645494610,0.0576201975,-0.0020057037,-0.0043718703,0.0546352677,0.0036529235,-0.0492047928,0.0571235605,-0.0207620114,0.0410409607,-0.0109842690,0.0633824840,0.0572991632,0.0237713624,0.0386366360,-0.0390393473,0.0051260134,-0.0107305655,-0.0260408632,0.0359328687,0.0451350957,-0.0113416687,0.0520970337,-0.0407191254,0.0021769572,-0.0198712517,0.0184926596,-0.0510213487,0.0422727168,-0.0218944717,-0.0221047234,0.0648244619,0.0587049648,0.0695945397,-0.0549838468,-0.0517522804,0.0363957435,0.0520545579,-0.0675466359,-0.0548409633,-0.0489808209,0.0767873824,0.0041613881,-0.0609285831,0.0495832600,0.0470893532,0.0374393575,0.0166982226,0.0254582521,0.0091272863,0.0493686087,0.0074160695,0.0239151977,0.0012107246,0.0388988480,0.0668712482,-0.0266245399,0.0143749183,0.0215376057,0.0171750616
0.0665988624,-0.0733706728,0.0663429573,-0.0391619839,-0.0085755410,-0.0323849097,0.0300851446,0.0723277554,-0.0194506962,0.0509650297,-0.0451803580,0.0097582433,0.0509186648,-0.0720878020,-0.0080652926,-0.0087935915,0.0739673600,0.0263222400,-0.0330888331,0.0206974484,0.0130175743,-0.0224074814,0.0735505819,0.0681496412,-0.0695277378,-0.0567557849,-0.0561551638,0.0712698847,0.0478010178,-0.0339962505,0.0475316979,0.0604376309,0.0302477926,-0.0485844500,0.0147479093,-0.0504301600,-0.0471021198,0.0184602402,0.0458523035,-0.0234118700,0.0660304576,-0.0261401944,0.0474622548,-0.0515252165,-0.0662197098,-0.0234623589,-0.0215490852,-0.0648408234,0.0231145397,-0.0167654902,-0.0285831913,0.0289049502,0.0701809824,-0.0396289192,0.0073307208,-0.0014495632,-0.0316157453,-0.0587372892,0.0220564418,-0.0166405812,0.0383035056,0.0603118315,0.0392186455,0.0278143622,-0.0731069595,-0.0328367986,0.0003364659,-0.0677072853,0.0665435791,0.0571467951,0.0116905570,0.0264705773,-0.0445764437,-0.0477184802,0.0201404747,0.0467623658,0.0671675876,0.0330731459,-0.0307381190,-0.0210993998,0.0295761004,-0.0140528474,-0.0647033751,0.0648253486,0.0400734693,0.0703722537,0.0055044028,-0.0315110758,-0.0106771486,0.0106827691,0.0521721505,0.0010240411,0.0540440269,-0.0459178723,0.0356472135,-0.0334755182,-0.0305919796,-0.0148251848,-0.0503241569,-0.0321886390
-0.0177165382,-0.0108515639,-0.0418309085,-0.0549773350,0.0293887407,-0.0630889982,-0.0275425874,-0.0371979661,0.0683004484,0.0462992042,0.0211778730,-0.0737387091,-0.0644915402,0.0622861274,-0.0314847305,0.0705960616,-0.0437930636,0.0403958559,0.0606154650,-0.0270167664,-0.0265249610,0.0644718260,0.0277792141,0.0748953223,0.0520747453,0.0669131652,-0.0169966798,-0.0250161923,0.0079646548,0.0308239162,-0.0128698396,-0.0390319973,0.0331415273,0.0225041695,-0.0440986864,0.0029268402,0.0198990293,0.0156599842,0.0693517625,-0.0437854864,-0.0412540957,-0.0653414726,-0.0281786025,0.0529913902,0.0547285564,0.0438938700,-0.0669868812,-0.0322658233,-0.0648562387,-0.0371396393,0.0361693054,0.0394078754,0.0526857451,0.0033216218,-0.0445042774,-0.0640801936,-0.0073858555,0.0082489802,0.0731391087,0.0157716200,-0.0165918749,-0.0707360879,0.0563822910,0.0523506664,0.0299962275,-0.0432188623,-0.0601581223,0.0209249854,-0.0122723868,0.0403147601,0.0471206047,-0.0505712256,0.0517157763,-0.0033457570,0.0371834338,0.0003678145,0.0608352646,0.0025285566,0.0015790277,-0.0146567319,0.0274308901,0.0648638606,0.0647153184,-0.0213356167,-0.0594335645,0.0559573732,0.0541658439,0.0683699027,0.0074971062,0.0633349493,-0.0347527601,0.0539369732,0.0120982789,0.0134838494,-0.0657351762,0.0446415842,0.0076329131,0.0233338010,-0.0714338198,-0.0570839345
0.0129892863,0.0030134709,0.0653237626,-0.0121066151,-0.0505778678,0.0200479999,-0.0315333307,0.0252734236,0.0526088998,0.0059311744,-0.0706983283,0.0445205346,-0.0425072797,0.0571538135,0.0005091894,-0.0391966924,-0.0730910748,0.0125848558,-0.0222373288,-0.0501923263,0.0724080801,-0.0335750431,0.0452418141,0.0707765892,-0.0609714016,0.0454305150,-0.0630804822,0.0734912530,-0.0675149187,-0.0107447682,-0.0662982464,-0.0530103855,0.0738313347,0.0496367849,-0.0502019860,0.0709493384,0.0723214969,0.0099675525,0.0435176715,0.0002061537,0.0461893491,0.0448218919,-0.0121519100,0.0491401292,-0.0462153889,-0.0050136615,-0.0602441244,-0.0281367451,-0.0406214893,0.0593444407,0.0549570508,0.0527778231,-0.0656104684,-0.0670896992,-0.0190116819,-0.0214131698,-0.0366489589,0.0423295312,-0.0123875616,0.0447331890,0.0168649051,0.0127364323,-0.0092190895,0.0462026745,0.0090238787,-0.0620444976,-0.0202998016,-0.0407710895,0.0622416101,-0.0442573652,-0.0528985336,0.0549231581,0.0218475480,-0.0132017890,-0.0728861317,0.0055167251,0.0545058325,0.0692788213,-0.0352438800,0.0186191294,0.0116324089,0.0691271126,0.0009202771,-0.0312746912,0.0574058555,-0.0192897879,-0.0136813456,-0.0004340180,-0.0602154173,0.0683915839,0.0339791030,-0.0733611137,0.0459087938,-0.0654903129,-0.0370879918,-0.0180949252,0.0249116253,0.0133665381,-0.0586204752,0.0315058529
-0.0595567934,0.0391183421,0.0277665034,0.0179745071,-0.0642538518,0.0326749645,-0.0414874069,0.0214897804,-0.0086965291,-0.0510465987,-0.0354375057,0.0183811784,-0.0005719365,-0.0108858431,0.0673284158,-0.0350624397,-0.0499307215,0.0532267652,0.0682507902,-0.0232096128,0.0123309009,-0.0464513153,0.0704006925,0.0147818979,-0.0694371909,-0.0086273439,0.0662685484,0.0021113004,-0.0409162194,-0.0663766339,0.0711350814,0.0267173126,0.0064612105,-0.0716710314,0.0299435444,-0.0485010222,-0.0532304458,-0.0506836139,-0.0395829044,-0.0359034874,0.0734899342,0.0170557033,-0.0084527582,0.0571289286,0.0211810116,-0.0024892727,0.0342644863,-0.0386671573,0.0541503504,-0.0590547062,-0.0482348278,-0.0610793829,-0.0629119202,0.0090559395,-0.0088889059,-0.0579165705,-0.0407075845,0.0192771964,-0.0023745529,-0.0017937400,-0.0377303399,0.0004935391,0.0057404791,0.0454168878,0.0012957706,-0.0159380045,-0.0517058596,-0.0353925675,-0.0402926020,-0.0003311285,-0.0038359452,0.0579145551,-0.0484959260,0.0166559648,0.0390802659,0.0454227738,0.0377111919,0.0594113506,-0.0044517345,-0.0251714885,0.0398512669,-0.0302151814,-0.0007939772,-0.0060784337,-0.0032386503,-0.0595048368,-0.0382205956,-0.0418953188,0.0005545462,0.0101808803,-0.0219036173,0.0076466533,0.0737284049,-0.0261002965,-0.0388591513,0.0345381759,-0.0630712211,-0.0363455117,-0.0451137833,-0.0164450202
0.0372091830,-0.0578714944,0.0002250466,-0.0359005854,0.0447711423,0.0156011404,0.0700925216,0.0269251354,-0.0392415076,0.0019045972,0.0538385436,-0.0397513174,-0.0732760876,-0.0671339482,-0.0269670170,0.0753347650,0.0437783301,-0.0086924350,0.0079914955,-0.0166785978,-0.0206471793,0.0361611769,0.0724799708,-0.0266563706,0.0595287345,0.0722215921,0.0260216650,0.0555893257,0.0035342914,0.0245544277,-0.0226234943,0.0247355700,-0.0355622880,0.0278932862,-0.0448042117,-0.0237811245,-0.0548181422,-0.0623358898,0.0007313784,0.0543351248,-0.0124032740,-0.0236276295,0.0214253515,0.0007412431,-0.0627622008,0.0680509433,0.0532283299,-0.0241800081,0.0416321605,0.0169901159,-0.0545377433,-0.0258570686,0.0002060207,-0.0427346155,-0.0140080396,-0.0678962767,-0.0706434250,0.0719344467,-0.0214697234,0.0012754072,-0.0564804710,-0.0359543376,-0.0200735424,0.0028818406,0.0438848138,0.0167711508,-0.0141822211,0.0376486294,-0.0295303985,-0.0229291935,0.0504260175,-0.0084661879,-0.0508341007,0.0355221219,-0.0359448157,0.0239272658,-0.0317719877,-0.0121936100,0.0533018894,-0.0447445586,-0.0409192666,0.0377077088,0.0300588477,-0.0474730246,0.0086934511,0.0665755421,-0.0367566086,0.0173249952,-0.0037545213,-0.0628004000,-0.0041351700,0.0666454732,0.0062612509,0.0570500121,0.0095905792,0.0523568466,-0.0257736221,-0.0441914462,0.0094418917,-0.0178260002
-0.0272878055,0.0740317479,0.0532202534,0.0359036624,0.0035305622,-0.0484375209,-0.0087616639,0.0477032550,0.0196231734,0.0096264994,-0.0426219665,-0.0486830622,-0.0428586863,-0.0197254624,-0.0724271759,-0.0619856566,-0.0689682513,0.0403955095,-0.0653235018,-0.0685967728,0.0550492667,0.0506094024,-0.0632657036,0.0432515070,0.0354974084,0.0340280682,0.0084579932,0.0675166622,-0.0487418622,0.0577248149,0.0493629947,0.0115442881,-0.0394745693,-0.0634373873,-0.0309211165,0.0394666754,0.0582147874,0.0409529805,0.0382356532,0.0385716744,-0.0099932849,0.0615250021,-0.0192550626,-0.0228703879,0.0391128697,0.0701579303,0.0657980219,0.0347143523,0.0471747629,0.0482395142,-0.0216652341,0.0641132668,-0.0641793385,0.0215636268,0.0373676233,-0.0318678394,-0.0424051583,-0.0510755889,0.0167778935,-0.0422224551,-0.0614406355,-0.0746361017,-0.0660891682,0.0721643791,0.0051264931,0.0486704558,-0.0059147505,-0.0080880849,0.0579864942,0.0433681980,0.0717211142,-0.0666881874,-0.0610767379,0.0517124459,-0.0374358408,-0.0254369564,-0.0510044098,0.0112824477,-0.0737371370,0.0623329543,0.0195667539,-0.0142347980,0.0288253259,-0.0315449499,0.0135764973,-0.0123736570,-0.0611523725,-0.0566121340,0.0468831509,-0.0425451398,-0.0647306889,-0.0149284815,0.0354898870,-0.0721423328,-0.0241660550,-0.0237021688,-0.0647780448,0.0214858931,-0.0151820760,0.0495939255
0.0002514775,-0.0279156771,-0.0446329676,0.0050675124,-0.0152263464,0.0744232386,0.0682194605,0.0182581451,0.0421640538,0.0439059958,0.0669948906,-0.0355229303,0.0522672758,0.0662609786,-0.0746649429,-0.0420033745,0.0459714569,0.0131113585,-0.0180425346,-0.0502134860,-0.0223446414,0.0416155681,-0.0681267604,0.0486124866,0.0516279712,-0.0259665288,0.0727045536,0.0046521914,-0.0359070227,0.0328224972,0.0502384305,0.0515624434,-0.0187152438,-0.0471242890,0.0488444008,-0.0487532765,0.0457479171,0.0514016747,-0.0675537661,-0.0462123081,0.0684790537,0.0709488690,0.0571390912,0.0003745510,-0.0554535799,0.0419489443,0.0713244528,-0.0577972941,-0.0550760217,-0.0090076001,-0.0027605277,0.0745256096,-0.0000103269,-0.0333667025,0.0194121134,-0.0236644298,-0.0417424515,-0.0016356930,-0.0708769634,-0.0059262258,-0.0261900965,0.0415856242,0.0298945121,-0.0621418022,0.0333933644,0.0293640289,0.0491414219,-0.0343093164,0.0161411073,0.0067384015,-0.0299493726,-0.0239238795,-0.0245373938,0.0441420153,-0.0209917128,-0.0256844033,0.0487799048,-0.0651509315,-0.0759295598,-0.0342198350,0.0021424771,-0.0384495370,-0.0157096963,-0.0756852701,-0.0152733941,-0.0312111098,-0.0709582865,0.0269394722,0.0630310103,-0.0278321411,-0.0171632878,0.0102123488,0.0719549432,0.0160442274,0.0103890430,-0.0118540730,-0.0682911277,-0.0063464129,-0.0347176045,0.0190095101
